,country,disease,year,week_of_the_year,commodity,metric_tons
38,Philippines,Influenza - Avian,2020,10,Lunchmeat,97
39,Philippines,Influenza - Avian,2020,10,Meat,31
40,Philippines,Influenza - Avian,2020,10,Niger & Pumpkin Seed,207
41,Philippines,Influenza - Avian,2020,10,Octopus,20
42,Philippines,Influenza - Avian,2020,10,Olive Oil,436
43,Philippines,Influenza - Avian,2020,10,Rice,453
44,Philippines,Influenza - Avian,2020,10,Scallops,142
45,Philippines,Influenza - Avian,2020,10,Soybeans,37
46,Philippines,Influenza - Avian,2020,10,Sugar,11
47,Philippines,Influenza - Avian,2020,10,Sunflower Seed,8
48,Philippines,Influenza - Avian,2020,10,Tobacco Products,585
49,Philippines,Influenza - Avian,2020,10,"Tomatoes, Prepared",42
50,Philippines,Influenza - Avian,2020,10,Tuna,13
51,Philippines,Influenza - Avian,2020,10,Vegetables,696
52,Philippines,Influenza - Avian,2020,10,Wine,34
0,Dominican Republic,Influenza - Avian,2019,27,"Animal Bone,blood,coral,shell,spong",1
1,Dominican Republic,Influenza - Avian,2019,27,Bananas,414
2,Dominican Republic,Influenza - Avian,2019,27,"Beer, Ale",2465
3,Dominican Republic,Influenza - Avian,2019,27,Berries,19
4,Dominican Republic,Influenza - Avian,2019,27,Beverages,4022
5,Dominican Republic,Influenza - Avian,2019,27,"Bitters, Liquor",139
6,Dominican Republic,Influenza - Avian,2019,27,"Bourbon, Scotch, Whiskey",14
7,Dominican Republic,Influenza - Avian,2019,27,Candy And Confections,192
8,Dominican Republic,Influenza - Avian,2019,27,Canned Fruit,358
9,Dominican Republic,Influenza - Avian,2019,27,Canned Pineapples,38
10,Dominican Republic,Influenza - Avian,2019,27,Canned Vegetables,57
11,Dominican Republic,Influenza - Avian,2019,27,"Cassava Flour, Starch, Tapioca",197
12,Dominican Republic,Influenza - Avian,2019,27,Cigarettes,3987
13,Dominican Republic,Influenza - Avian,2019,27,Citrus Fruit Juices,31
14,Dominican Republic,Influenza - Avian,2019,27,"Cocoa; Beans,liquor,ovaltine",5396
15,Dominican Republic,Influenza - Avian,2019,27,"Cocoa; Butter,cake,powder,russett",34
16,Dominican Republic,Influenza - Avian,2019,27,"Coconut, Coconut Milk",700
17,Dominican Republic,Influenza - Avian,2019,27,Coffee,142
18,Dominican Republic,Influenza - Avian,2019,27,"Crawfish, Lobster",9
19,Dominican Republic,Influenza - Avian,2019,27,Dairy Products,2
20,Dominican Republic,Influenza - Avian,2019,27,Edible Nuts,185
21,Dominican Republic,Influenza - Avian,2019,27,Fish Meal,12
22,Dominican Republic,Influenza - Avian,2019,27,"Food Casings, Hog Bungs",22
23,Dominican Republic,Influenza - Avian,2019,27,Frozen Fish,22
24,Dominican Republic,Influenza - Avian,2019,27,Fruit,1156
25,Dominican Republic,Influenza - Avian,2019,27,"Fungus, Kelp, Marine Plants, Moss",25
26,Dominican Republic,Influenza - Avian,2019,27,"Grain Products, Bread, Cereal",214
27,Dominican Republic,Influenza - Avian,2019,27,Grocery Items,1269
28,Dominican Republic,Influenza - Avian,2019,27,Herbs & Spices,198
29,Dominican Republic,Influenza - Avian,2019,27,Hides And Skins,65
30,Dominican Republic,Influenza - Avian,2019,27,Honey,27
31,Dominican Republic,Influenza - Avian,2019,27,"Leaves,moss,pollen,roots,veg Prod",5
32,Dominican Republic,Influenza - Avian,2019,27,Lemons,157
33,Dominican Republic,Influenza - Avian,2019,27,Live Plants,160
34,Dominican Republic,Influenza - Avian,2019,27,Lunchmeat,10
35,Dominican Republic,Influenza - Avian,2019,27,Meat,194
36,Dominican Republic,Influenza - Avian,2019,27,Niger & Pumpkin Seed,62
37,Dominican Republic,Influenza - Avian,2019,27,Oranges,489
38,Dominican Republic,Influenza - Avian,2019,27,Palm Kernel Oil,20
39,Dominican Republic,Influenza - Avian,2019,27,"Paprika, Pimenton",111
40,Dominican Republic,Influenza - Avian,2019,27,Pepper (Spice),13
41,Dominican Republic,Influenza - Avian,2019,27,Pineapple,326
42,Dominican Republic,Influenza - Avian,2019,27,Poultry,27
43,Dominican Republic,Influenza - Avian,2019,27,Rice,20
44,Dominican Republic,Influenza - Avian,2019,27,Rum,227
45,Dominican Republic,Influenza - Avian,2019,27,"Shrimp, Prawns",33
46,Dominican Republic,Influenza - Avian,2019,27,Soybeans,44
47,Dominican Republic,Influenza - Avian,2019,27,Sugar,720
48,Dominican Republic,Influenza - Avian,2019,27,Tobacco Products,912
49,Dominican Republic,Influenza - Avian,2019,27,"Tomatoes, Prepared",530
50,Dominican Republic,Influenza - Avian,2019,27,Vegetable Oils & Shortenings,17
51,Dominican Republic,Influenza - Avian,2019,27,Vegetables,3161
52,Dominican Republic,Influenza - Avian,2019,27,Wine,601
0,Philippines,African swine fever,2020,27,"Animal Bone,blood,coral,shell,spong",50
1,Philippines,African swine fever,2020,27,"Animal Feed, Hay",25
2,Philippines,African swine fever,2020,27,Asparagus,85
3,Philippines,African swine fever,2020,27,Bananas,126
4,Philippines,African swine fever,2020,27,Beverages,4361
5,Philippines,African swine fever,2020,27,"Bitters, Liquor",1
6,Philippines,African swine fever,2020,27,Bulb & Seeds,8
7,Philippines,African swine fever,2020,27,Candy And Confections,193
8,Philippines,African swine fever,2020,27,Canned Fish,816
9,Philippines,African swine fever,2020,27,Canned Fruit,642
10,Philippines,African swine fever,2020,27,Canned Pineapples,8769
11,Philippines,African swine fever,2020,27,"Carrageenin, Chondrus, Viscarin",226
12,Philippines,African swine fever,2020,27,"Cassava Flour, Starch, Tapioca",165
13,Philippines,African swine fever,2020,27,Castor Oil,71
14,Philippines,African swine fever,2020,27,Cheese,20
15,Philippines,African swine fever,2020,27,Citrus Fruit Juices,17457
16,Philippines,African swine fever,2020,27,"Coconut, Coconut Milk",2653
17,Philippines,African swine fever,2020,27,Coconut Oil,23613
18,Philippines,African swine fever,2020,27,Coffee,4
19,Philippines,African swine fever,2020,27,"Crawfish, Lobster",290
20,Philippines,African swine fever,2020,27,"Crispbread,flatbread,ryethin,rush",15
21,Philippines,African swine fever,2020,27,Dairy Products,69
22,Philippines,African swine fever,2020,27,Edible Nuts,415
23,Philippines,African swine fever,2020,27,Fish,1779
24,Philippines,African swine fever,2020,27,Frozen Fish,101
25,Philippines,African swine fever,2020,27,Fruit,1370
26,Philippines,African swine fever,2020,27,"Fungus, Kelp, Marine Plants, Moss",18
27,Philippines,African swine fever,2020,27,"Grain Products, Bread, Cereal",173
28,Philippines,African swine fever,2020,27,"Grenadine, Syrups (Not Chocolate)",1
29,Philippines,African swine fever,2020,27,Grocery Items,3457
30,Philippines,African swine fever,2020,27,Guar Gum,19
31,Philippines,African swine fever,2020,27,Herbs & Spices,2019
32,Philippines,African swine fever,2020,27,Hides And Skins,2
33,Philippines,African swine fever,2020,27,Instant Coffee,5
34,Philippines,African swine fever,2020,27,Lemons,30
35,Philippines,African swine fever,2020,27,Live Plants,47
36,Philippines,African swine fever,2020,27,Lunchmeat,103
37,Philippines,African swine fever,2020,27,Meat,24
38,Philippines,African swine fever,2020,27,Niger & Pumpkin Seed,187
39,Philippines,African swine fever,2020,27,Olive Oil,453
40,Philippines,African swine fever,2020,27,Palm Kernel Oil,57
41,Philippines,African swine fever,2020,27,Pineapple,43
42,Philippines,African swine fever,2020,27,Poultry,14
43,Philippines,African swine fever,2020,27,Raw Cotton,20
44,Philippines,African swine fever,2020,27,Rice,659
45,Philippines,African swine fever,2020,27,Rum,13
46,Philippines,African swine fever,2020,27,Scallops,182
47,Philippines,African swine fever,2020,27,Soybeans,13
48,Philippines,African swine fever,2020,27,Sugar,31010
49,Philippines,African swine fever,2020,27,Tobacco Products,29
50,Philippines,African swine fever,2020,27,"Tomatoes, Prepared",12
51,Philippines,African swine fever,2020,27,Vegetables,629
52,Philippines,African swine fever,2020,27,Wine,35
0,Philippines,African swine fever,2019,40,"Animal Bone,blood,coral,shell,spong",241
1,Philippines,African swine fever,2019,40,"Animal Feed, Hay",20
2,Philippines,African swine fever,2019,40,Asparagus,40
3,Philippines,African swine fever,2019,40,Bananas,80
4,Philippines,African swine fever,2019,40,"Beer, Ale",305
5,Philippines,African swine fever,2019,40,Beverages,2295
6,Philippines,African swine fever,2019,40,"Bitters, Liquor",45
7,Philippines,African swine fever,2019,40,Bulb & Seeds,5
8,Philippines,African swine fever,2019,40,Candy And Confections,497
9,Philippines,African swine fever,2019,40,Canned Fish,1099
10,Philippines,African swine fever,2019,40,Canned Fruit,1159
11,Philippines,African swine fever,2019,40,Canned Pineapples,5969
12,Philippines,African swine fever,2019,40,"Carrageenin, Chondrus, Viscarin",85
13,Philippines,African swine fever,2019,40,"Cassava Flour, Starch, Tapioca",234
14,Philippines,African swine fever,2019,40,Castor Oil,38
15,Philippines,African swine fever,2019,40,Cheese,96
16,Philippines,African swine fever,2019,40,Citrus Fruit Juices,13873
17,Philippines,African swine fever,2019,40,"Coconut, Coconut Milk",2991
18,Philippines,African swine fever,2019,40,Coconut Oil,25128
19,Philippines,African swine fever,2019,40,Coffee,0
20,Philippines,African swine fever,2019,40,"Crawfish, Lobster",805
21,Philippines,African swine fever,2019,40,Dairy Products,421
22,Philippines,African swine fever,2019,40,Edible Nuts,267
23,Philippines,African swine fever,2019,40,"Feathers, Down, Hair",3
24,Philippines,African swine fever,2019,40,Fish,259
25,Philippines,African swine fever,2019,40,Frozen Fish,106
26,Philippines,African swine fever,2019,40,Fruit,203
27,Philippines,African swine fever,2019,40,Gin,4
28,Philippines,African swine fever,2019,40,"Grain Products, Bread, Cereal",172
29,Philippines,African swine fever,2019,40,Grocery Items,4858
30,Philippines,African swine fever,2019,40,Guar Gum,54
31,Philippines,African swine fever,2019,40,Herbs & Spices,345
32,Philippines,African swine fever,2019,40,Herring Oil,28
33,Philippines,African swine fever,2019,40,Hides And Skins,285
34,Philippines,African swine fever,2019,40,Instant Coffee,14
35,Philippines,African swine fever,2019,40,Lemons,50
36,Philippines,African swine fever,2019,40,"Linseed, Flaxseed Oil",42
37,Philippines,African swine fever,2019,40,Live Plants,32
38,Philippines,African swine fever,2019,40,Lunchmeat,100
39,Philippines,African swine fever,2019,40,Niger & Pumpkin Seed,39
40,Philippines,African swine fever,2019,40,Octopus,20
41,Philippines,African swine fever,2019,40,Olive Oil,106
42,Philippines,African swine fever,2019,40,"Onions, Shallots",20
43,Philippines,African swine fever,2019,40,Pepper (Spice),10
44,Philippines,African swine fever,2019,40,Pineapple,23
45,Philippines,African swine fever,2019,40,Rice,692
46,Philippines,African swine fever,2019,40,Scallops,262
47,Philippines,African swine fever,2019,40,Soybeans,4
48,Philippines,African swine fever,2019,40,Sugar,14
49,Philippines,African swine fever,2019,40,Tea,8
50,Philippines,African swine fever,2019,40,Tobacco Products,17
51,Philippines,African swine fever,2019,40,"Tomatoes, Prepared",38
52,Philippines,African swine fever,2019,40,Vegetables,1011
0,Mexico,Influenza - Avian,2019,40,"Animal Bone,blood,coral,shell,spong",109
1,Mexico,Influenza - Avian,2019,40,"Animal Feed, Hay",133
2,Mexico,Influenza - Avian,2019,40,Asparagus,43
3,Mexico,Influenza - Avian,2019,40,Bananas,25561
4,Mexico,Influenza - Avian,2019,40,"Beer, Ale",12151
5,Mexico,Influenza - Avian,2019,40,Berries,240
6,Mexico,Influenza - Avian,2019,40,Beverages,573
7,Mexico,Influenza - Avian,2019,40,"Bitters, Liquor",2557
8,Mexico,Influenza - Avian,2019,40,"Bourbon, Scotch, Whiskey",57
9,Mexico,Influenza - Avian,2019,40,Bulb & Seeds,9
10,Mexico,Influenza - Avian,2019,40,Bulk Grains,15
11,Mexico,Influenza - Avian,2019,40,Candy And Confections,826
12,Mexico,Influenza - Avian,2019,40,Canned Fish,7
13,Mexico,Influenza - Avian,2019,40,Canned Fruit,233
14,Mexico,Influenza - Avian,2019,40,"Cassava Flour, Starch, Tapioca",62
15,Mexico,Influenza - Avian,2019,40,Citrus Fruit Juices,1751
16,Mexico,Influenza - Avian,2019,40,"Cocoa; Beans,liquor,ovaltine",48
17,Mexico,Influenza - Avian,2019,40,"Cocoa; Butter,cake,powder,russett",131
18,Mexico,Influenza - Avian,2019,40,Coffee,1492
19,Mexico,Influenza - Avian,2019,40,"Crawfish, Lobster",142
20,Mexico,Influenza - Avian,2019,40,Dairy Products,56
21,Mexico,Influenza - Avian,2019,40,Fish,628
22,Mexico,Influenza - Avian,2019,40,Fish Meal,161
23,Mexico,Influenza - Avian,2019,40,Fish Oil (Not Liver Or Cod),321
24,Mexico,Influenza - Avian,2019,40,"Food Casings, Hog Bungs",459
25,Mexico,Influenza - Avian,2019,40,Frozen Fish,282
26,Mexico,Influenza - Avian,2019,40,Fruit,3183
27,Mexico,Influenza - Avian,2019,40,"Fungus, Kelp, Marine Plants, Moss",7
28,Mexico,Influenza - Avian,2019,40,"Grain Products, Bread, Cereal",363
29,Mexico,Influenza - Avian,2019,40,"Grenadine, Syrups (Not Chocolate)",37
30,Mexico,Influenza - Avian,2019,40,Grocery Items,675
31,Mexico,Influenza - Avian,2019,40,Herbs & Spices,97
32,Mexico,Influenza - Avian,2019,40,Hides And Skins,4
33,Mexico,Influenza - Avian,2019,40,Instant Coffee,93
34,Mexico,Influenza - Avian,2019,40,Lemons,143
35,Mexico,Influenza - Avian,2019,40,Live Plants,34
36,Mexico,Influenza - Avian,2019,40,Meat,19
37,Mexico,Influenza - Avian,2019,40,Niger & Pumpkin Seed,29
38,Mexico,Influenza - Avian,2019,40,Olive Oil,1
39,Mexico,Influenza - Avian,2019,40,Palm Oil,236
40,Mexico,Influenza - Avian,2019,40,Pepper (Spice),195
41,Mexico,Influenza - Avian,2019,40,Pineapple,37
42,Mexico,Influenza - Avian,2019,40,Rapeseed Oil,39
43,Mexico,Influenza - Avian,2019,40,Rice,2384
44,Mexico,Influenza - Avian,2019,40,Rum,31
45,Mexico,Influenza - Avian,2019,40,Scallops,38
46,Mexico,Influenza - Avian,2019,40,Sesame Oil,3
47,Mexico,Influenza - Avian,2019,40,Sugar,2097
48,Mexico,Influenza - Avian,2019,40,Tobacco Products,265
49,Mexico,Influenza - Avian,2019,40,Turpentine Gum,40
50,Mexico,Influenza - Avian,2019,40,Vegetables,1444
51,Mexico,Influenza - Avian,2019,40,Wine,171
0,Japan,Classical swine fever,2018,48,"Animal Feed, Hay",143
1,Japan,Classical swine fever,2018,48,"Beer, Ale",709
2,Japan,Classical swine fever,2018,48,Beverages,1603
3,Japan,Classical swine fever,2018,48,"Bitters, Liquor",182
4,Japan,Classical swine fever,2018,48,"Bourbon, Scotch, Whiskey",200
5,Japan,Classical swine fever,2018,48,Bulb & Seeds,43
6,Japan,Classical swine fever,2018,48,Bulk Grains,13
7,Japan,Classical swine fever,2018,48,Candy And Confections,310
8,Japan,Classical swine fever,2018,48,Canned Fish,57
9,Japan,Classical swine fever,2018,48,Canned Fruit,355
10,Japan,Classical swine fever,2018,48,Canned Vegetables,69
11,Japan,Classical swine fever,2018,48,Castor Oil,12
12,Japan,Classical swine fever,2018,48,Chicory Roots,7
13,Japan,Classical swine fever,2018,48,Cigarettes,10
14,Japan,Classical swine fever,2018,48,Citrus Fruit Juices,31
15,Japan,Classical swine fever,2018,48,"Cocoa; Butter,cake,powder,russett",12
16,Japan,Classical swine fever,2018,48,Coffee,219
17,Japan,Classical swine fever,2018,48,"Crawfish, Lobster",56
18,Japan,Classical swine fever,2018,48,Edible Nuts,388
19,Japan,Classical swine fever,2018,48,Fish,154
20,Japan,Classical swine fever,2018,48,Fish Meal,25
21,Japan,Classical swine fever,2018,48,"Food Casings, Hog Bungs",71
22,Japan,Classical swine fever,2018,48,Frozen Fish,1741
23,Japan,Classical swine fever,2018,48,Fruit,6
24,Japan,Classical swine fever,2018,48,"Fungus, Kelp, Marine Plants, Moss",147
25,Japan,Classical swine fever,2018,48,"Grain Products, Bread, Cereal",372
26,Japan,Classical swine fever,2018,48,Grocery Items,4534
27,Japan,Classical swine fever,2018,48,Gum,1
28,Japan,Classical swine fever,2018,48,Herbs & Spices,366
29,Japan,Classical swine fever,2018,48,"Leaves,moss,pollen,roots,veg Prod",29
30,Japan,Classical swine fever,2018,48,Live Plants,9
31,Japan,Classical swine fever,2018,48,Mandarin Oranges,145
32,Japan,Classical swine fever,2018,48,Meat,13
33,Japan,Classical swine fever,2018,48,Niger & Pumpkin Seed,34
34,Japan,Classical swine fever,2018,48,Octopus,24
35,Japan,Classical swine fever,2018,48,Orange Peel,0
36,Japan,Classical swine fever,2018,48,Oranges,0
37,Japan,Classical swine fever,2018,48,Oysters,29
38,Japan,Classical swine fever,2018,48,"Potato; Dextrine,starch",13
39,Japan,Classical swine fever,2018,48,Rice,1068
40,Japan,Classical swine fever,2018,48,"Sake, Rice Wine",1014
41,Japan,Classical swine fever,2018,48,Sardines,25
42,Japan,Classical swine fever,2018,48,Scallops,157
43,Japan,Classical swine fever,2018,48,Sesame Oil,451
44,Japan,Classical swine fever,2018,48,"Shrimp, Prawns",12
45,Japan,Classical swine fever,2018,48,Soybeans,241
46,Japan,Classical swine fever,2018,48,Sugar,33
47,Japan,Classical swine fever,2018,48,Tea,309
48,Japan,Classical swine fever,2018,48,Tuna,31
49,Japan,Classical swine fever,2018,48,Vegetable Oils & Shortenings,15
50,Japan,Classical swine fever,2018,48,Vegetables,450
51,Japan,Classical swine fever,2018,48,Wine,78
0,Philippines,African swine fever,2020,49,"Animal Bone,blood,coral,shell,spong",63
1,Philippines,African swine fever,2020,49,"Animal Feed, Hay",20
2,Philippines,African swine fever,2020,49,Asparagus,48
3,Philippines,African swine fever,2020,49,Bananas,406
4,Philippines,African swine fever,2020,49,"Beer, Ale",30
5,Philippines,African swine fever,2020,49,Beverages,1080
6,Philippines,African swine fever,2020,49,"Bitters, Liquor",66
7,Philippines,African swine fever,2020,49,Candy And Confections,772
8,Philippines,African swine fever,2020,49,Canned Fish,616
9,Philippines,African swine fever,2020,49,Canned Fruit,729
10,Philippines,African swine fever,2020,49,Canned Meat,7
11,Philippines,African swine fever,2020,49,Canned Pineapples,6518
12,Philippines,African swine fever,2020,49,Canned Vegetables,27
13,Philippines,African swine fever,2020,49,"Carrageenin, Chondrus, Viscarin",181
14,Philippines,African swine fever,2020,49,"Cassava Flour, Starch, Tapioca",213
15,Philippines,African swine fever,2020,49,Castor Oil,93
16,Philippines,African swine fever,2020,49,Cheese,161
17,Philippines,African swine fever,2020,49,Cigarettes,3
18,Philippines,African swine fever,2020,49,Citrus Fruit Juices,15449
19,Philippines,African swine fever,2020,49,"Coconut, Coconut Milk",2238
20,Philippines,African swine fever,2020,49,Coconut Oil,34499
21,Philippines,African swine fever,2020,49,Coffee,1
22,Philippines,African swine fever,2020,49,"Crawfish, Lobster",451
23,Philippines,African swine fever,2020,49,Dairy Products,202
24,Philippines,African swine fever,2020,49,Edible Nuts,298
25,Philippines,African swine fever,2020,49,Fish,732
26,Philippines,African swine fever,2020,49,Fish Meal,41
27,Philippines,African swine fever,2020,49,Frozen Fish,22
28,Philippines,African swine fever,2020,49,Fruit,503
29,Philippines,African swine fever,2020,49,"Fungus, Kelp, Marine Plants, Moss",55
30,Philippines,African swine fever,2020,49,"Grain Products, Bread, Cereal",341
31,Philippines,African swine fever,2020,49,Grocery Items,3213
32,Philippines,African swine fever,2020,49,Herbs & Spices,611
33,Philippines,African swine fever,2020,49,Instant Coffee,12
34,Philippines,African swine fever,2020,49,Lemons,17
35,Philippines,African swine fever,2020,49,Live Plants,49
36,Philippines,African swine fever,2020,49,Meat,36
37,Philippines,African swine fever,2020,49,Niger & Pumpkin Seed,4039
38,Philippines,African swine fever,2020,49,Octopus,253
39,Philippines,African swine fever,2020,49,Olive Oil,81
40,Philippines,African swine fever,2020,49,"Onions, Shallots",149
41,Philippines,African swine fever,2020,49,Pineapple,17
42,Philippines,African swine fever,2020,49,Rice,483
43,Philippines,African swine fever,2020,49,Rum,15
44,Philippines,African swine fever,2020,49,Soybeans,14
45,Philippines,African swine fever,2020,49,Sugar,36
46,Philippines,African swine fever,2020,49,"Tomatoes, Prepared",42
47,Philippines,African swine fever,2020,49,Tuna,9
48,Philippines,African swine fever,2020,49,Vegetable Oils & Shortenings,96
49,Philippines,African swine fever,2020,49,Vegetables,199
50,Philippines,African swine fever,2020,49,Wine,52
0,Mexico,Influenza - Avian,2019,27,"Animal Feed, Hay",179
1,Mexico,Influenza - Avian,2019,27,Bananas,26470
2,Mexico,Influenza - Avian,2019,27,"Beer, Ale",14553
3,Mexico,Influenza - Avian,2019,27,Berries,343
4,Mexico,Influenza - Avian,2019,27,Beverages,673
5,Mexico,Influenza - Avian,2019,27,"Bitters, Liquor",4292
6,Mexico,Influenza - Avian,2019,27,Bulb & Seeds,1
7,Mexico,Influenza - Avian,2019,27,Candy And Confections,1497
8,Mexico,Influenza - Avian,2019,27,Canned Fish,16
9,Mexico,Influenza - Avian,2019,27,Canned Fruit,151
10,Mexico,Influenza - Avian,2019,27,Canned Vegetables,19
11,Mexico,Influenza - Avian,2019,27,"Cassava Flour, Starch, Tapioca",75
12,Mexico,Influenza - Avian,2019,27,Chewing Gum,11
13,Mexico,Influenza - Avian,2019,27,Citrus Fruit Juices,3042
14,Mexico,Influenza - Avian,2019,27,"Coconut, Coconut Milk",11
15,Mexico,Influenza - Avian,2019,27,Coffee,5812
16,Mexico,Influenza - Avian,2019,27,"Crawfish, Lobster",27
17,Mexico,Influenza - Avian,2019,27,Dairy Products,1
18,Mexico,Influenza - Avian,2019,27,Fish,87
19,Mexico,Influenza - Avian,2019,27,"Food Casings, Hog Bungs",626
20,Mexico,Influenza - Avian,2019,27,Frozen Fish,552
21,Mexico,Influenza - Avian,2019,27,Fruit,1148
22,Mexico,Influenza - Avian,2019,27,Gin,15
23,Mexico,Influenza - Avian,2019,27,"Grain Products, Bread, Cereal",796
24,Mexico,Influenza - Avian,2019,27,Grocery Items,1363
25,Mexico,Influenza - Avian,2019,27,Guar Gum,5
26,Mexico,Influenza - Avian,2019,27,Herbs & Spices,41
27,Mexico,Influenza - Avian,2019,27,Hides And Skins,23
28,Mexico,Influenza - Avian,2019,27,Honey,66
29,Mexico,Influenza - Avian,2019,27,Lemons,2651
30,Mexico,Influenza - Avian,2019,27,Live Plants,20
31,Mexico,Influenza - Avian,2019,27,Mandarin Oranges,120
32,Mexico,Influenza - Avian,2019,27,Meat,49
33,Mexico,Influenza - Avian,2019,27,"Molasses, Treacle",10004
34,Mexico,Influenza - Avian,2019,27,Niger & Pumpkin Seed,39
35,Mexico,Influenza - Avian,2019,27,Octopus,97
36,Mexico,Influenza - Avian,2019,27,Oranges,292
37,Mexico,Influenza - Avian,2019,27,Palm Oil,183
38,Mexico,Influenza - Avian,2019,27,"Paprika, Pimenton",109
39,Mexico,Influenza - Avian,2019,27,Pineapple,209
40,Mexico,Influenza - Avian,2019,27,Poultry,6
41,Mexico,Influenza - Avian,2019,27,Rice,56
42,Mexico,Influenza - Avian,2019,27,Rum,15
43,Mexico,Influenza - Avian,2019,27,Sardines,28
44,Mexico,Influenza - Avian,2019,27,Sugar,115824
45,Mexico,Influenza - Avian,2019,27,"Tomatoes, Prepared",37
46,Mexico,Influenza - Avian,2019,27,Tuna,20
47,Mexico,Influenza - Avian,2019,27,Vegetable Oils & Shortenings,46
48,Mexico,Influenza - Avian,2019,27,Vegetables,940
49,Mexico,Influenza - Avian,2019,27,Wine,1417
0,Philippines,African swine fever,2019,36,"Animal Bone,blood,coral,shell,spong",18
1,Philippines,African swine fever,2019,36,Animal Fats & Greases,14
2,Philippines,African swine fever,2019,36,Bananas,964
3,Philippines,African swine fever,2019,36,"Beer, Ale",36
4,Philippines,African swine fever,2019,36,Beverages,13091
5,Philippines,African swine fever,2019,36,"Bitters, Liquor",48
6,Philippines,African swine fever,2019,36,Candy And Confections,307
7,Philippines,African swine fever,2019,36,Canned Fish,646
8,Philippines,African swine fever,2019,36,Canned Fruit,94
9,Philippines,African swine fever,2019,36,Canned Pineapples,12273
10,Philippines,African swine fever,2019,36,"Carrageenin, Chondrus, Viscarin",112
11,Philippines,African swine fever,2019,36,"Cassava Flour, Starch, Tapioca",76
12,Philippines,African swine fever,2019,36,Cheese,10
13,Philippines,African swine fever,2019,36,Cigarettes,24
14,Philippines,African swine fever,2019,36,Citrus Fruit Juices,1086
15,Philippines,African swine fever,2019,36,"Cocoa; Butter,cake,powder,russett",88
16,Philippines,African swine fever,2019,36,"Coconut, Coconut Milk",3034
17,Philippines,African swine fever,2019,36,Coconut Oil,19039
18,Philippines,African swine fever,2019,36,Coffee,2
19,Philippines,African swine fever,2019,36,"Crawfish, Lobster",396
20,Philippines,African swine fever,2019,36,Edible Nuts,168
21,Philippines,African swine fever,2019,36,Frozen Fish,557
22,Philippines,African swine fever,2019,36,Fruit,582
23,Philippines,African swine fever,2019,36,"Fungus, Kelp, Marine Plants, Moss",192
24,Philippines,African swine fever,2019,36,"Grain Products, Bread, Cereal",13
25,Philippines,African swine fever,2019,36,Grocery Items,7031
26,Philippines,African swine fever,2019,36,Herbs & Spices,226
27,Philippines,African swine fever,2019,36,Hides And Skins,21
28,Philippines,African swine fever,2019,36,Honey,13
29,Philippines,African swine fever,2019,36,Instant Coffee,10
30,Philippines,African swine fever,2019,36,"Leaves,moss,pollen,roots,veg Prod",69
31,Philippines,African swine fever,2019,36,Live Animals,2
32,Philippines,African swine fever,2019,36,Live Plants,5
33,Philippines,African swine fever,2019,36,Meat,13
34,Philippines,African swine fever,2019,36,Octopus,257
35,Philippines,African swine fever,2019,36,Olive Oil,219
36,Philippines,African swine fever,2019,36,"Onions, Shallots",43
37,Philippines,African swine fever,2019,36,Pineapple,2044
38,Philippines,African swine fever,2019,36,Rice,281
39,Philippines,African swine fever,2019,36,Sardines,17
40,Philippines,African swine fever,2019,36,Scallops,22
41,Philippines,African swine fever,2019,36,"Shrimp, Prawns",112
42,Philippines,African swine fever,2019,36,"Starch; Rice, Food (Not Potato)",46
43,Philippines,African swine fever,2019,36,Sugar,11
44,Philippines,African swine fever,2019,36,Tea,28
45,Philippines,African swine fever,2019,36,Tobacco Products,148
46,Philippines,African swine fever,2019,36,"Tomatoes, Prepared",25
47,Philippines,African swine fever,2019,36,Tuna,256
48,Philippines,African swine fever,2019,36,Vegetables,253
49,Philippines,African swine fever,2019,36,Wine,82
0,Dominican Republic,Influenza - Avian,2018,18,"Animal Feed, Hay",43
1,Dominican Republic,Influenza - Avian,2018,18,Bananas,692
2,Dominican Republic,Influenza - Avian,2018,18,"Beer, Ale",2347
3,Dominican Republic,Influenza - Avian,2018,18,Beverages,3228
4,Dominican Republic,Influenza - Avian,2018,18,"Bitters, Liquor",226
5,Dominican Republic,Influenza - Avian,2018,18,"Bourbon, Scotch, Whiskey",13
6,Dominican Republic,Influenza - Avian,2018,18,Bulb & Seeds,22
7,Dominican Republic,Influenza - Avian,2018,18,Candy And Confections,154
8,Dominican Republic,Influenza - Avian,2018,18,Canned Fruit,302
9,Dominican Republic,Influenza - Avian,2018,18,Canned Meat,133
10,Dominican Republic,Influenza - Avian,2018,18,Canned Vegetables,17
11,Dominican Republic,Influenza - Avian,2018,18,"Cassava Flour, Starch, Tapioca",121
12,Dominican Republic,Influenza - Avian,2018,18,Castor Oil,1
13,Dominican Republic,Influenza - Avian,2018,18,Cigarettes,3951
14,Dominican Republic,Influenza - Avian,2018,18,"Cocoa; Beans,liquor,ovaltine",3338
15,Dominican Republic,Influenza - Avian,2018,18,"Cocoa; Butter,cake,powder,russett",41
16,Dominican Republic,Influenza - Avian,2018,18,"Coconut, Coconut Milk",837
17,Dominican Republic,Influenza - Avian,2018,18,Coffee,147
18,Dominican Republic,Influenza - Avian,2018,18,"Crawfish, Lobster",5
19,Dominican Republic,Influenza - Avian,2018,18,Dairy Products,76
20,Dominican Republic,Influenza - Avian,2018,18,Edible Nuts,182
